"";"sk_id";"clean_comments"
"1079";1001078;""
"1080";1001079;"Die rutte heeft wa7ed goeie slipper nodig op ze achterhoofd dan gaan ze hersencellen weer op die goeie plek "
"1081";1001080;""
"1082";1001081;"Wat voor stomme maatregelen neem je Rutte Kijk is naar Turkije neem voorbeeld van hen. Heel het land wordt gedesinfecteerd Straten trams metro bussen enz. Er worden zelfs maskers en handschoenen uitgedeeld. Nu is er verbod mensen boven de 65 jaar mogen niet naar buiten. Waarom gebeurd dit niet in Nederland Lockdown moet gewoon komen mensen luisteren niet en zijn gewoon buiten Wordt niet serieus genomen "
"1083";1001082;""
"1084";1001083;""
"1085";1001084;""
"1086";1001085;"Minister pisvlek eurofiel ken het niks schelen zal het virus wel weer gebruiken om de burger weer een poot uit te draaien der gaat alweer 1 5 miljard naar het brussels potje linkse pisvlekken "
"1087";1001086;""
"1088";1001087;""
"1089";1001088;""
"1090";1001089;"2 4 likes en 6 4 dislikes"
"1091";1001090;""
"1092";1001091;""
"1093";1001092;""
"1094";1001093;""
"1095";1001094;"In Turkije is maar 1 pati nt die de corona virus heeft en alle scholen zijn al dicht maar in Nederland moet iedereen dood gaan zodat de scholen dicht kunnen gaan aq."
"1096";1001095;""
"1097";1001096;"t zijn al bijna 1000 mensen die besmet zijn tf doe die scholen gewoon dicht "
"1098";1001097;""
"1099";1001098;""
"1100";1001099;""
"1101";1001100;""
"1102";1001101;""
"1103";1001102;""
"1104";1001103;"Wauw 24 doden. Dit killer virus heeft een deathrate van maar liefst 0 00014117 Als je werkgever zegt je krijgt een loonsverhoging van 0 00014117 dan zeg je....huh ik snap niet wat je bedoeld Ok ok 24 doden op 20.000 ge dentificeerde ge nfecteerde mensen is nog steeds maar 0 12 "
"1105";1001104;""
"1106";1001105;""
"1107";1001106;""
"1108";1001107;""
"1109";1001108;""
"1110";1001109;""
"1111";1001110;""
"1112";1001111;"De politiek blijft apathisch en klagen over te hoge importtaksen nog meer wetgeving en restricties voor wetenschappelijk onderzoek vb. REACH dan vrees ik dat we in de toekomst nog meer problemen mogen verwachten. Hoeveel doden zijn er gevallen tijdens 9/11 Hoeveel doden heeft dit virus al gemaakt Heeft er de voorbije jaren een gebeurtenis plaatsgevonden die nog meer dodelijke slachtoffers heeft gemaakt en door fondsen voor moleculair onderzoek en minder overheidsrestricties had dit met zekerheid niet zo een negatieve impact gehad op de economische situatie binnen de €U. "
"1113";1001112;""
"1114";1001113;""
"1115";1001114;""
"1116";1001115;"Ander woord voor Corona Volksonderdrukking Ze hebben geen controle meer op het volk door overbevolking En dat is wereldwijd en nu moeten ze weer het vertrouwen winnen bij het volk dat we weer in hun geloven en als dat lukt krijgen we het toverspuitje met nanotechnologie in het kort gezegd een tracker dat ze je kunnen volgen met hun 5G Weg privacy en veel winst voor de farmaceutica want dat zijn aandelen van de staat"
"1117";1001116;"Nederland Wat doen jullie Is het niet beter om alle scholen tot 31 maart te sluiten en de mensen zo veel mogelijk thuis te laten werken Jij gaan pas maatregelen treffen wanneer het echt uit de hand is gelopen. Er is nog zo weinig bekend over dit virus hierdoor jou je dus voorzichtiger moeten doen totdat je de goede voorzorgsmaatregelen kan treffen. Maar nee hoor we gaan gwn door net als normaal deze uitspraken waren dus eigenlijk voor 0. "
"1118";1001117;""
"1119";1001118;""
"1120";1001119;""
"1121";1001120;""
"1122";1001121;""
"1123";1001122;""
"1124";1001123;""
"1125";1001124;"vgm gaat de regering de scholen pas sluiten als er 10.000 mensen besmet zijn en 3000 doden zijn ofzo "
"1126";1001125;""
"1127";1001126;""
"1128";1001127;""
"1129";1001128;""
"1130";1001129;""
"1131";1001130;"Bouw een noodziekenhuis. Er is genoeg geld dit is een noodsituatie en zieke mensen met het virus zitten op 1 plek in isolatie"
"1132";1001131;""
"1133";1001132;""
"1134";1001133;""
"1135";1001134;""
"1136";1001135;""
"1137";1001136;""
"1138";1001137;""
"1139";1001138;"R.I.P F1 Zandvoort "
"1140";1001139;""
"1141";1001140;""
"1142";1001141;""
"1143";1001142;"Wat als de Overheid beslist dat iedereen de komende 2 weken of langer thuis moet blijven met onbetaald verlof om verdere verspreiding van deze Virus te voorkomen/beperken Zodoende scholen dicht ouders thuis etc .. wat je allemaal niet kan bedenken voor de komende 2 weken of langer Wij met z n allen & ... Inderdaad is ook niet goed maar gelukkig zal dat niet gebeuren ...n g niet . "
"1144";1001143;"In Turkije 0 corona geval: Behalve 1 toerist in quarantaine desondanks Maatregel:: -de scholen tijdelijk gesloten -overheidssteun voor bedrijven uitstel belastingen etc. -landelijk extra zorgplekken gereedgemaakt voor het geval dat vs Nederland: duizenden besmettingen Maatregel: -Arrogantie -Scholen gewoon open anders zouden ouders thuis moeten blijven en o jee.. dat kost de overheid veel geld als ze niet doorwerken -geen steun voor bedrijven.. gewoon je belasting centjes doorbetalen en wel op tijd -geen extra zorgplekken. Je moet t maar thuis uitzitten Ik zie hier geen concrete steun of maatregel vanuit de overheid. Toespraak leek meer op een schouderklopje en wat advies."
"1145";1001144;"Okay maar ik kan gewoon thuis blijven met een griepje en mijn ouders kunnen gewoon werken Hebben we het over met kinderen of echt elke persoon onder de 18 Want het is bs dat als een kind thuis bliift ouderen niet kunnen gaan werken. En ik wens alle ouderen veel sterkte hopelijk komt er snel een vaccinatie : "
"1146";1001145;""
"1147";1001146;""
"1148";1001147;""
"1149";1001148;"Evenementen tot 100 man en niet meer anders mag het niet door gaat... school waar 600 mensen zijn ELKE DAG 5 dagen in de week.... "
"1150";1001149;""
"1151";1001150;""
"1152";1001151;""
"1153";1001152;""
"1154";1001153;""
"1155";1001154;"Aantal Italianen 60 miljoen. Italianen overleden door corona 1266. Dit is een overlijdensratio van 0 00211 . Need i say more "
"1156";1001155;"Deze maatregelen zijn allemaal verschrikkelijk laat Rutte heeft waarschuwingen gekregen van Italie maar heeft daar lak aan gehad. Zijn prioriteit lag alleen en vooral bij het geld nl. de economie dat Ouderen de meeste kans maken om te komen te overlijden is een voordeel gezien de vergrijzing. Naar het buitenland met vakantie naar het buitenland is niet afgeschaft nog steeds niet en mogen buitenlanders van besmette gebieden gewoon nog binnen komen. Verplegend personeel mag nu een groter risico lopen tegen een armoedig salaris zij kregen andere instructies sorry maar wat hebben deze mensen aan een bedankje zorg dat ze een fatsoenlijk uurloon krijgen uitgekeerd. Ort is vaak al afgeschaft een alleenstaande met een 36urige werkweek verdient ca. 1800 - p.maand bovendien zijn ook nog eens de reiskosten afgeschaft. Bovendien worden ouderen steeds meer geholpen door helpende aan het bed die taken uitvoeren waarvoor zij geen opleiding hebben genoten. Bij sommig verplegend personeel wordt op de zaterdag en zonder geen ort meer uitbetaald. Maar zij mogen wel komen opdagen tijdens deze crisis voor hun hongerloon. Ik kan de naam Rutte dan wel de VVD niet meer horen of zien. Ook het CDA en de CHristenunie hebben voor mij afgedaan."
"1157";1001156;""
"1158";1001157;"Je mag niet naar gelegenheden boven de honderd mensen en je moet het openbaar vervoer zoveel mogelijk vermijden. Maar nog steeds naar school gaan waar 1600 mensen op zitten en waar je met het openbaar vervoer naar toe moet. Laten we dat wel doen ... "
"1159";1001158;""
"1160";1001159;"Mensen die oprecht menen dat de scholen gesloten moeten worden hebben een punt. Maar sommige mensen denken echt dat het leuk is ofzo. Als het echt zover komt dat je 2 weken thuis moet blijven kan je ook niet even leuk naar je vriendjes toe. Mensen moeten beseffen dat als de scholen dichtgaan het allemaal niet zo leuk is als het lijkt. Maar zoals ik al zei als je alle evenementen boven de 100 mensen plus verenigingen sluit vind ik t wel raar dat je dan de scholen niet sluit "
"1161";1001160;""
"1162";1001161;""
"1163";1001162;""
"1164";1001163;""
"1165";1001164;""
"1166";1001165;""
"1167";1001166;""
"1168";1001167;"3 woorden: stem niet VVD "
"1169";1001168;""
"1170";1001169;""
"1171";1001170;""
"1172";1001171;"Ben ik dan de enige die het COVID-19 in een positief licht zie In mijn perceptie biedt het COVID-19 perspectieven voor de toekomst. Kop op mensen niet zo dramatisch en gaan treuren. Er zijn ook nog positieve aspecten aan deze gebeurtenissen. "
"1173";1001172;""
"1174";1001173;""
"1175";1001174;""
"1176";1001175;""
"1177";1001176;""
"1178";1001177;""
"1179";1001178;""
"1180";1001179;""
"1181";1001180;"5 doden in Nederland. 17 Miljoen Nederlanders. Dan heb je het over 0 000029 overlijdensratio. We moeten NU pasta en NU Toiletpapier kopen. Dat schijnt te helpen WE GAAN DOOD HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN HAMSTEREN"
"1182";1001181;""
"1183";1001182;""
"1184";1001183;""
"1185";1001184;""
"1186";1001185;""
"1187";1001186;""
"1188";1001187;""
"1189";1001188;""
"1190";1001189;"NOS: Inwoners van Noord-Brabant moeten nog steeds hun sociale contacten zoveel mogelijk beperken. Er volgen bovendien op een later moment nog nieuwe strengere maatregelen die alleen voor Brabanders gelden. En dus voor Zuid-Limburgers niet Hollandse kaartjes houden op bij de grens maar dat is geen afschrikwekkende lijn voor het Coronavirus. De gevaarlijkste Brabantse gemeente is Tilburg met 42 besmettingen gisteren... Bij onze directe buren in de Kreis Heinsberg zijn 443 besmettingen waarvan het merendeel in onze buurgemeente Gangelt. Begin deze maand zaten 1000 mensen in thuisquarantaine maar die lopen nu gewoon rond want het was geen doen meer om alle contacten met besmette personen op te sporen. Op het kantoor van het Kreisbestuur en de crisisstaf was iemand ziek en dus zouden ze eigenlijk de boel plat moeten leggen en zelf in quarantaine gaan. Dat is geen doen... Op een steenworp afstand zijn de scholen dicht ook muziekscholen en alles. Toegang tot bejaardenhuizen is beperkt maar bij ons dus niet en voila in Sittard zijn nu een aantal bejaarden ziek in het tehuis waar m n vader een tijd geleden heeft gewoond. "
"1191";1001190;""
"1192";1001191;""
"1193";1001192;""
"1194";1001193;""
"1195";1001194;"China heeft 3000 Miljard dollar aan reserves. Amerika wilt een deel daarvan terug in zijn economie. Als investering staatsobligaties of investeren in aandelen van Amerikaanse bedrijven. China is blijkbaar bereid maar eerst moeten koersen van bepaalde bedrijven omlaag. Blijkbaar is dat een eis van China tegen over Amerikaanse afpersing. Corona zal eindigen wanneer de aandelen zijn gedaald dus China koopt ze als investering van de Amerikaanse economie. Betreft aflasten van evenementen exclusief Ahoy en Ziggo Dome evenementen voetbal wedstrijden zeker Gaan die discotheken dicht tijdje Nee zeker want Rutte praat maar wat. Zodat ook Nederlandse bedrijven in aandelen zal dalen en China eveneens in Nederland zal investeren. "
"1196";1001195;""
"1197";1001196;""
"1198";1001197;""
"1199";1001198;""
"1200";1001199;"Als ik wat zou hebben ga ik echt niet ziekmelden wil niet alleen 2 weken achterlopen met werk en school "
"1201";1001200;""
"1202";1001201;""
"1203";1001202;"Minister-president denkt alleen aan zijn economie bah Mensenleven moet op 1 staan"
"1204";1001203;""
"1205";1001204;""
"1206";1001205;""
"1207";1001206;""
"1208";1001207;""
"1209";1001208;"Gaat natuurlijk nergens over. Scholen veel riskanter dan evenementen van rond 100 man maar goed als kinderen thuis komen te zitten dan ouders ook en dat betekent minder werkenden. en dat willen we natuurlijk minder graag dan dat het virus zich verspreid. klasse hoor. "
"1210";1001209;""
"1211";1001210;""
"1212";1001211;"Als 40.000 mensen er niet mee eens zijn moeten ze dit weer bespreken dus jongens Scholendicht "
"1213";1001212;""
"1214";1001213;""
"1215";1001214;""
"1216";1001215;""
"1217";1001216;""
"1218";1001217;""
"1219";1001218;""
"1220";1001219;""
"1221";1001220;""
"1222";1001221;""
"1223";1001222;""
"1224";1001223;""
"1225";1001224;""
"1226";1001225;""
"1227";1001226;"7.0833333333333331E-2"
"1228";1001227;""
"1229";1001228;""
"1230";1001229;""
"1231";1001230;""
"1232";1001231;""
"1233";1001232;""
"1234";1001233;""
"1235";1001234;"Yoo 1 September naar de casino. Alles op rood"
"1236";1001235;""
"1237";1001236;""
"1238";1001237;""
"1239";1001238;"27:19 is wel grappig."
"1240";1001239;""
"1241";1001240;""
"1242";1001241;""
"1243";1001242;"Rijschool 1.5 m."
"1244";1001243;""
"1245";1001244;"1:02:36 lekker vrolijk"
"1246";1001245;""
"1247";1001246;""
"1248";1001247;""
"1249";1001248;""
"1250";1001249;""
"1251";1001250;""
"1252";1001251;"Respect voor doe gebarentolk die 1 uur lang werkt en niet moe word xD"
"1253";1001252;""
"1254";1001253;""
"1255";1001254;"900 reacties yeeee"
"1256";1001255;""
"1257";1001256;""
"1258";1001257;"Tuurlijk alles nu opeens snel. Recente cijfers wijze nu uit dat de economie met maar liefst 12 is gekrompen Leuk en aardig allemaal maar ondernemers MOETEN tm augustus financieel worden ondersteund. Grootste klappen gaan nu pas komen. Hoe dan ook er gaan nog veel bedrijven failliet Vakantiegeld moet worden uitbetaald. Belastinggeld moet met terugwerkende kracht worden betaald. Daarnaast zitten de meeste zaken maar halfvol vanwege 1 5 m. voorwaarden en mensen voelen zich nog onveilig en onwennig. Kortom de overheid mag zich niet abrupt terugtrekken Dat zou laf zijn en enorm onverantwoordelijk. Ondernemers hebben zich al die tijd netjes aan de afspraken gehouden dus mogen nu ook wat terug verwachten."
"1259";1001258;""
"1260";1001259;""
"1261";1001260;"Op naar de volgende agenda 2030 punt Erg benieuwd naar de volgende crisis..."
"1262";1001261;"Wanneer wordt die 1.5m markering afgeschaft in winkels en restaurants"
"1263";1001262;"Leuk al die comments van mensen die denken dat ze het beter weten dan wetenschappers. 1 ding Dunning Kruger. Misschien komt natuurlijke selecte ook een beetje te pas"
"1264";1001263;"Dus als er de komende 10 jaar geen goed werkend vaccin voor Corona wordt gevonden dan gaan al die evenementen de komende tien jaar niet door ."
"1265";1001264;""
"1266";1001265;""
"1267";1001266;""
"1268";1001267;""
"1269";1001268;""
"1270";1001269;""
"1271";1001270;"Jeetje sportscholen pas 1 september weer open Wat een ellende zeg ik mis de sportclub zo erg. En bijna alle coffeeshops zijn al weken open dus ik weet niet waarom hij zegt dat ze pas vanaf 1 september weer open mogen."
"1272";1001271;""
"1273";1001272;"Wat een acteerwerk geen 1 kritische vraag nos schande bloed aan je handen"
"1274";1001273;"2 maanden alweer jezus dat gaat snel"
"1275";1001274;"Covid19 is zoooo gevaarlijk Er zouden miljoenen mensen sterven pik Waar zijn al die doden nu dan Opschieten alles terug naar het oude ...oprotte met je ander halve meter samenleving Wat wil je controleren met je 5G"
"1276";1001275;""
"1277";1001276;""
"1278";1001277;""
"1279";1001278;""
"1280";1001279;""
"1281";1001280;"M.D. Dr. Zach DOCTOR WHO PREDICTED COVID-19 ANSWERS ALL "
"1282";1001281;""
"1283";1001282;""
"1284";1001283;""
"1285";1001284;""
"1286";1001285;""
"1287";1001286;""
"1288";1001287;"Ik heb 3 weken geleden een keer gekucht. Ik neem aan dat ik de komende 2 maanden niet naar school moet. Houdoe"
"1289";1001288;"ik hoop dat iedereen in Nederland niet overleden gaat hou 1 5 afstant "
"1290";1001289;""
"1291";1001290;""
"1292";1001291;""
"1293";1001292;"1:02:46 Staat ze nou nog een keer voor Hugo het hamsteren uit te beelden "
"1294";1001293;""
"1295";1001294;""
"1296";1001295;""
"1297";1001296;"29:00 loop je ons zogenaamd beetje de les te lezen en kijk wat je zelf vervolgends doe rutte Gwn corona op de tafel smeren. Waar is je papieren zakdoek rut"
"1298";1001297;""
"1299";1001298;""
"1300";1001299;""
"1301";1001300;""
"1302";1001301;""
"1303";1001302;"University of Austin Texas New Delivery Method Could Make Niclosamide an Effective Antiviral to Treat COVID-19 "
"1304";1001303;""
"1305";1001304;""
"1306";1001305;""
"1307";1001306;""
"1308";1001307;"Ik werk in een ziekenhuis op de nu weer verdwenen corona ic s die nooit vol zijn geweest...flink opgeschaalt flink gewacht en weer afgeschaalt naar normaal. Ondertussen wel 99 van alle andere zorg geschrapt. Er is nog nooit zo weinig zorg verleend..Verdiep je een beetje voor je alle schaapjes in de rij roept. Check de duitse arts die spreekt op Cafe Weltschmerz channel het sterftepercentage ligt onder de standaard griep. Maar dat vertellen ze hier niet. De mensen die hier spreken en media domineren zijn geen experts... het zijn acteurs...verkopers..angst-teroritsten. Nog een paar feiten : Covid-19 virus is nooit geisoleerd. De tests testen op corona virussen niet covid19 en ook niet de hoeveelheden aanwezig. De data spreekt voor zich vaccinaties zijn zinloos tegen een constant muterend virus als de corona virus fam. De beademings apparaten en medicijnen die we gebruiken zijn niet op licentie/getest. 15 jaar geleden hadden we SARS. Niemand had hierna interesse in corona maar meer influenza etc....omdat andere families virussen vele male dodelijker zijn. Ik heb er geen woorden voor dat ze zelfs nu met opgekrikte cijfers niet eens in de buurt komen van 2018 griep doden ...en toch deze fars blijven verkondigen.... Als je 100 mensen test vind je standaard rond de 10 met een corona virus. Als je 15 jaar niet zoekt ga je ook niets vinden. Als iedereen word getest kom je dus op zn : 1 7 mil mogelijke positieve covid test resultaten... en vergeet niet 80 merkt er niks van en is de ernst van dit virus zeer zeer laag. Als je nu oordelend reageerd zonder onderzoek te doen is hun truc geweldig geslaagd. Hoe krijgen ze wat ze willen.... meer testen meer positief minder testen virus weg... Afgelopen decenia als een 80 jarige vrouw dood ging met verschillende zwaktes en griepje gingen ze bij overlijden niet opzoek naar viruseen etc. Nu alle aandacht en paniek is gemaakt voor covid is het simpel...zoek en gij zult vinden"
"1309";1001308;"Is het nou 2 of 3 anker punten"
"1310";1001309;""
"1311";1001310;""
"1312";1001311;"50:06 Goede vraag van deze NRC journaliste. We hebben dus iig wat betreft de maatregelen vanaf 1 juni en verder te maken met politieke keus om mensen perspectief te geven om mensen het idee van perspectief te geven . Leuk plan maar het OMT heeft hier dus nog weinig of niets mee te maken gehad..."
"1313";1001312;""
"1314";1001313;""
"1315";1001314;""
"1316";1001315;""
"1317";1001316;""
"1318";1001317;""
"1319";1001318;""
"1320";1001319;"Wist je dat in er in het griepseizoen 2014/2015 65.000 doden waren "
"1321";1001320;""
"1322";1001321;""
"1323";1001322;""
"1324";1001323;""
"1325";1001324;""
"1326";1001325;""
"1327";1001326;""
"1328";1001327;""
"1329";1001328;""
"1330";1001329;""
"1331";1001330;""
"1332";1001331;""
"1333";1001332;""
"1334";1001333;""
"1335";1001334;""
"1336";1001335;""
"1337";1001336;""
"1338";1001337;"Hoe komen we dan aan mondkapjes Wedde dat die nu 100 euro zijn per mondkapje om de economie draaiend te houden"
"1339";1001338;""
"1340";1001339;""
"1341";1001340;""
"1342";1001341;""
"1343";1001342;""
"1344";1001343;""
"1345";1001344;"Wanneer kunnen de sauna s openen Op een temperatuur van 95graden overleven geen virussen of bacteri n meer."
"1346";1001345;"5:44 Wtf zegt ie hier Flinkdoenerij"
"1347";1001346;""
"1348";1001347;""
"1349";1001348;""
"1350";1001349;"Rutte dit is geen 1.5meter en handjes wassen "
"1351";1001350;""
"1352";1001351;""
"1353";1001352;""
"1354";1001353;""
"1355";1001354;"Anderhalf meter... motto van 2020"
"1356";1001355;""
"1357";1001356;""
"1358";1001357;"laat lichte PLEV voertuigen toe voor komende 3 maanden neemt meer dan 300.000 mensen uit de auto of uit de ov "
"1359";1001358;""
"1360";1001359;"Fuckcin over een half jaar Bij AliExpress over over 10 15 jaar... tot dan in deze lock-down dan verdienen ze een knock-down "
"1361";1001360;""
"1362";1001361;""
"1363";1001362;"Blablabla... Zit na 36 jr weer in de kleuterklas Wel handjes wassen he "
"1364";1001363;""
"1365";1001364;""
"1366";1001365;""
"1367";1001366;""
"1368";1001367;"Laatst was er tjdens zo n debat iemand die zei Het word nu tijd om die 1000 euro aan iedereen te geven die destijds belooft was ... Ik zou zeggen kom maar door. "
"1369";1001368;"Het verschil zit hem in Medische en niet medische mondkapjes. FFP2 en FFP3 zijn veilig mits ze goed worden gebruikt.Het spreekt voor zich dat mocht je een mondkapje dragen je er niet aan gaat zitten en ervoor zorgt dat het goed afsluit. Dan zijn mondkapjes effectief. Van Dissel haalt nu in een ander interview van 7 mei 2020 het dragen van een mondkapje onderuit door te zeggen dat mensen niet in staat zijn er goed en zorgvuldig mee om te gaan. Dus op grond van de sukkels onder ons zijn mondkapjes opeens niet meer effectief. Rutte beweerd weer dat er vanaf 1 juni meer vrijheden worden geboden en er in het OV niet meer kan worden gesproken van de 1 5 meter afstand. In dat geval zegt Rutte dat het dragen van een mondkapje wel effect heeft. Nou mensen deze spraakverwarring zorg voor veel onduidelijkheid in onze samenleving."
"1370";1001369;"14:00 Kleerkrachten"
"1371";1001370;"Coronavaccin over 10 of 15 jaar beschikbaar nog even geduld mensen"
"1372";1001371;""
"1373";1001372;""
"1374";1001373;""
"1375";1001374;""
"1376";1001375;""
"1377";1001376;"Patent WO2020060606 en Bill H.R. 6666. Grapje van Bill en Melinda Gates.... "
"1378";1001377;""
"1379";1001378;""
"1380";1001379;""
"1381";1001380;""
"1382";1001381;""
"1383";1001382;""
"1384";1001383;""
"1385";1001384;"Dus na 1 juni moet je reserveren als je bij de McDonald KFC of Burger King wilt eten"
"1386";1001385;"Covid-19 komt uit een LAB maar de landverraders-media wilt niet dat dit naar buiten komt."
"1387";1001386;""
"1388";1001387;""
"1389";1001388;""
"1390";1001389;""
"1391";1001390;"We worden regeerd door een omgekochte Rutte was hoofd personeelszaken Unilever e DeJonge was directeur basisschool en heel Nederland loopt er achter aan. Het zijn gladde praters en zijn nog te dom om te weten wat agenda 21 en 2030 inhoud. Mensen wordt wakker vertrouw ze niet. "
"1392";1001391;"Elk half uur stopt er een lege trein op mijn station in het dorp waar ik woon. Maar ik mag niet mee om bij mijn vader 87 op visite te gaan. Straks ook niet als ik het goed begrijp. Ik hoef al niet meer ik koop wel een 2e auto."
"1393";1001392;"covid-19 update WO/2020/060606. ID2020. dubbel agenda 21/ nu dubbel agenda 2030 zoek maar even op dit zijn complotfeiten en geen complottheorie....voor de gene die wakker worden... verder wat een gezwets typisch agenda uitrollen van totale controle "
"1394";1001393;""
"1395";1001394;"Condoleancebericht ISN n.a.v. overlijden moeder Mark Rutte 26 mei 2020 Met diepe verslagenheid hebben wij vernomen dat de moeder van premier Mark Rutte Mieke Rutte-Dilling op 96-jarige leeftijd is overleden. Wij wensen haar nabestaanden en onze premier Mark Rutte sterkte kracht en geduld toe bij het verwerken van dit verlies. "
"1396";1001395;"over een jaar of 20 lekt er een dossier uit waaruit blijkt dat we bewust miljarden hebben weggegooit om niets "
"1397";1001396;""
"1398";1001397;""
"1399";1001398;""
"1400";1001399;""
"1401";1001400;""
"1402";1001401;""
"1403";1001402;""
"1404";1001403;""
"1405";1001404;"Al 46 358 euro boete onmogelijk om te betalen gaan nog even door tot miljoenen"
"1406";1001405;"Wakker worden NU verdiep je 10 minuten even zelf in de WHO... Relatie Bill Gates lockdown en follow the money... Fascisme staat om de hoek... Wij Nederlanders blijven vrij"
"1407";1001406;"ryk land met 17milyoen en intesifcern 17 honderd uitersre vvd liberalisme en dit is de regering korte op alles ider voorzig ike ik de rest kan stike als idt is wat nl bv wil gebeurt mond kapjes waar dit heben ve gewild liberalisme en koalisme bv nl - ik weey ik schrf sledht. "
"1408";1001407;""
"1409";1001408;""
"1410";1001409;""
"1411";1001410;""
"1412";1001411;""
"1413";1001412;""
"1414";1001413;""
"1415";1001414;""
"1416";1001415;""
"1417";1001416;""
"1418";1001417;"Voor de mensen die nog slapen jullie doen op dit moment de struisvogel techniek Kop in het zand niks aan de hand. Trek die kop dan even boven het zand en ga op onderzoek van wat er werkelijk gebeurd in de wereld. Je moet niet alles geloven wat op internet staat maar er zijn wel dergelijk schrikbarende berichten die je kan vinden over verschillende publicaties of declassified documenten die zijn vrijgeven daarnaast protesteren best aardig wat mensen op dit moment in de wereld en geloof mij niet alleen tegen de lockdown of tegen de 1 5 meter grondwet maar ook voor de ouderen die nu echt sterven aan eenzaamheid ze zeggen wel is een oude boom moet je niet verplanten Iemand in mijn familie kring werkt met dementerende ouderen en als ze 1 hoestje vertonen worden ze overgeplaatst terwijl ze daar niet weten hoe ze moeten omgaan met deze persoon qua agressie en diegene staat voor onbekende mensen en is allemaal zo vreemd en ze vragen constant wanneer er weer bezoek komt etc echt sneu voor de ouderen en dan kan je zeggen ja oppassen want anders krijg zei dit virus maar kom op zeg als we de normale griep hebben wat veel mensen niet eens weten dat het ook een virus is dat mensen kan doden influenza en dat nog steeds per jaar een vele malen meerdere dodental heeft dan deze corona plandemic dan zouden we ook oppassen voor ouderen mensen etc. daarnaast werd door de doctor van de afdeling waar ze werkt gezegt als ze niet te houden zijn mag je ze plat spuiten. Of te wel dood maken door injectie DAT IS PAS ERG en weet je wat er dan gebeurd De docter schrijft corona als doodoorzaak op ze vroeg aan de doctor waarom ze is niet dood gegaan door corona waar de doctor op antwoorde dat ze dat moeten doen indirect van de overheid. Het is echt ziek wat er nu aan de gang is. 60ghz waar de vergunning in 2019 is afgeschaft dus is nu een vrije band die voor 5g word gebruikt maar er wel degelijk gevaren voor het lichaam is. Zoek het op er zijn echt genoeg onderzoekers die niet worden gesteund door de overheid die dat aantonen. Denk je echt dat we nog vrijheid hebben De referendums zijn afgeschaft waaruit 2x duidelijk was dat de mensheid tegen de overheid was maar de overheid het gewoon domweg afschaft omdat zei een andere agenda volgen dan voor de bevolking Of de politie die op bevrijdingsdag protestanten opjaagt slaat met hun stok of met politie honden dreigen aan te vallen vanwege dat mensen een andere mening hebben en daarvoor op komen dat vind ik niet dat de politie voor de bevolking is meer tegen de bevolking POLITIESTAAT Daarnaast kan ik zo nog wel uren doorgaan dat bespaar ik jullie maar als je zelf even op onderzoek zou gaan in plaats van domweg Lui zijn want dat zijn wij als Nederlanders LUI geen informatie zelf willen zoeken of onderzoeken maar het voorgeschoteld krijgen van deze corrupte media die je alleen verteld hoeveel doden er vandaag weer zijn gegaan door de griep ohnee de gewone griep is opeen dit jaar verdwenen er gaan alleen mensen dood aan dit virus niet meer aan de griep Zucht ga onderzoeken of zie de stijging van het betalen van belasting zorg verzekering tegemoed maar ook niet meer op vakantie kunnen met het vliegtuig omdat de meeste maatschappijen nu failliet gaan omdat ze nu op de grond staan Voor de meeste mensen gaan de ogen pas open wanneer ze zien dat waar hun hard voor hebben gewerkt word afgenomen. En dan is het te laat"
"1419";1001418;"Samen met de mensen afspraken maken Jullie maken ze en wij MOETEN ze opvolgen En daar waar de 1.5 meter niet kan zijn mondkapjes goed dus als we wel allemaal mondkapjes hebben kan er opeens een hele hoop weer gewoon doorgaan"
"1420";1001419;""
"1421";1001420;""
"1422";1001421;""
"1423";1001422;"oke leg me dit is uit: waarom moet iedereen gevaccineerd zijn iets met keuzevrijheid het is je eigen lichaam. en waarom maken mensen die zich laten vaccineren druk om mensen die dat niet doen. het is niet zo dat jij het nog kan krijgen dan toch of werkt het soms niet ik zeg doe maar weer lekker normaal met ze allen er zijn zat landen die geen enkele maatregel treffen en de getallen zijn ongeveer gelijk virus blijft tot 3 dagen in leven op plastic maar iedereen komt wel in dezelfde supermarkten gaat toch nergens over durf een beetje kritisch te zijn en rutte gaat nu echt niet meer zeggen oh sorry mensen we hadden het virus overschat sorry dat je je baan kwijt ben maar goed VRIJHEID daarna VEILIGHEID vrijheid gaat voor is veel belangerijker dat geeft je ook de keuze over je eigen veiligheid wikkel jezelf in toiletpapier bind jezelf vast op bed kom nooit meer het huis uit en er zal je niks overkomen nou dat is het leven hoor"
"1424";1001423;""
"1425";1001424;""
"1426";1001425;"8:40 Want zo lang er geen vaccin is of behandeling Er is een behandeling die zeer goedkoop is en erg goed werkt hydroxychloroquine Maar dat willen ze niet iedereen moet verplicht gechipt en gevaccineerd worden plus de anderhalf meter samenleving zo lang mogelijk in stand gehouden worden voor surveillance doeleinden."
"1427";1001426;""
"1428";1001427;""
"1429";1001428;""
"1430";1001429;""
