,Unnamed: 0,sk_id,clean_comments,comment_lemma
1067,1068,1001067.0,De Nederlandse regering moet even logisch nadenken,De nederlands regering moeten even logisch nadenken
1068,1069,1001068.0,Waarom zijn Nederlanders uit China ge�vacueerd en moesten deze mensen eerst in carantene terwijl dat bij mensen uit Itali niet gebeurt Verder wijst het erop dat de incurbatie van deze virus 30 dagen is ipv 14 dagen. Waarom wordt de caranteneduur op basis hiervan niet herzien Waarom heeft Nederland de geen maatregelen getroffen terwijl het duidelijk was dat deze pandemie langzamerhand deze kant op kwam En waarom doet men er nog steeds zo luchtig over Het lijkt wel alsof de economie belangrijker is dan de gezondheid van de burger klopt dit En als dat zo is in hoeverre wijkt Nederland dan nog af van een Derde Wereld land Ik heb veel vragen waarop ik als burger antwoorden wil hebben. De staat is mij dat schuldig en daarom wil ik hier ook zo spoedig antwoorden op hebben ,waarom zijn Nederlanders uit China ge�vacueerd en moeten deze mens eerst in carantene terwijl dat bij mens uit Itali niet gebeuren ver wijzen het erop dat de incurbatie van deze virus 30 dag is ipv 14 dag. waarom worden de caranteneduur op basis hiervan niet herzien waarom hebben Nederland de geen maatregel treffen terwijl het duidelijk zijn dat deze pandemie langzamerhand deze kant op komen En waarom doen men er nog steeds zo luchtig over het lijken wel alsof de economie belangrijk is dan de gezondheid van de burger kloppen dit En als dat zo is in hoeverre wijk Nederland dan nog af van een drie wereld land Ik hebben veel vragen waarop ik als burger antwoord willen hebben. De staan is mij dat schuldig en daarom willen ik hier ook zo spoedig antwoord op hebben 
1069,1070,1001069.0,Wanneer er 1 kind sterft op school door het Corona-virus dan is dit moord. En daar staat 25 jaar of meer gevangenis straf op. Wanneer Nederland een Rechtstaat is dan gaat Rutte levenslang achter de tralies. Zou overigens goed zijn om de VVD en het CDA te verbieden. Want dat zijn criminele organisaties ,wanneer er 1 kind sterven op school door het corona-virus dan is dit moord. En daar staan 25 jaar of veel gevangenis straf op. wanneer Nederland een rechtstaat is dan gaan Rutte levenslang achter de tralie. zullen overigens goed zijn om de VVD en het CDA te verbieden. want dat zijn crimineel organisatie 
1070,1071,1001070.0,Rutte oprotte ,Rutte oprotten 
1071,1072,1001071.0,Dom dom dom sluit de scholen voordat het te laat is ,dom dom dom sluiten de school voordat het te laten is 
1072,1073,1001072.0,1 wk geleden kreeg een ex-voorzitter van een moskee er nog van langs ivm dat hij vindt dat iedereen zelf mag weten een ander zich aan te laten raken normen en waarden niet geintegreerd etc etc en nu is het drammen dat je niemand een hand mag geven,1 wk geleden krijgen een ex-voorzitter van een moskee er nog van langs ivm dat hij vinden dat iedereen zelf mogen weten een ander zich aan te laten raken norm en waard niet geintegreerd etc.etc.en nu is het drammen dat je niemand een hand mogen geven
1073,1074,1001073.0,Binnen een paar weken staan ze allemaal met mondkapjes voor de camera als ze berhaupt komen opdagen en niet ziek in bed liggen.,binnen een paar week staan ze allemaal met mondkap voor de camera als ze berhaupt komen opdagen en niet ziek in bed liggen.
1074,1075,1001074.0,Het feit dat er op dit moment nog geen kinderen zijn overleden aan het virus betekent niet dat in de toekomst ook niet gaat gebeuren. Dit virus is erg besmettelijk en muteert erg snel. Het niet sluiten van het onderwijs is een te groot risico wat de overheid neemt. De kans dat dit uitgroeit tot Italiaanse toestanden in Nederland is hierdoor erg groot. Dit is een verwijtbare fout aan het adres van Mark Rutte. De volksgezondheid is belangrijker dan economische groei. De geschiedenis leert dat de beurs altijd wel herstelt.,het feit dat er op dit moment nog geen kind zijn overlijden aan het virus betekenen niet dat in de toekomst ook niet gaan gebeuren. dit virus is erg besmettelijk en muteren erg snel. het niet sluiten van het onderwijs is een te groot risico wat de overheid nemen. De kans dat dit uitgroeit tot italiaanse toestand in Nederland is hierdoor erg groot. dit is een verwijtbaar fout aan het adres van Mark Rutte. De volksgezondheid is belangrijk dan economisch groei. De geschiedenis leren dat de beurs altijd wel herstellen.
1075,1076,1001075.0,Eens even kijken hoe het met de nieuwste Fear game gaat. Deze keer vergaat de wereld niet door Co2 en stikstof maar door corona. Besef wel mensen. : Als u te lang thuis blijft zitten en u kunt u hypotheek niet meer betalen..... Dan staan de banken klaar om alles waar u hard voor gewerkt heeft in beslag te nemen. Even de feiten. Griepgolf Nederland 3300 doden 2 jaar geleden Corona wereldwijd 3300 doden . Dus het coronavirus is 775 keer minder dodelijk dan de griepgolf van 2 jaar geleden die u alweer vergeten bent. Dus waarom moet nu in een keer de conomie plat Wat denkt u Dus geniet gewoon even van u Corona vakantie. Maaaaaarrr niet te lang he de deurwaarders staan al in hun handen te wrijven. ,eens even kijken hoe het met de nieuw Fear game gaan. deze keer vergaan de wereld niet door Co2 en stikstof maar door corona. beseffen wel mens. : als u te lang thuis blijven zitten en u kunnen u hypotheek niet veel betalen..... dan staan de bank klaar om alles waar u hard voor werken hebben in beslag te nemen. even de feit. Griepgolf Nederland 3300 dood 2 jaar geleden Corona wereldwijd 3300 dood . dus het coronavirus is 775 keer minder dodelijk dan de griepgolf van 2 jaar geleden die u alweer vergeten zijn. dus waarom moeten nu in een keer de conomie plat wat denken u dus genieten gewoon even van u Corona vakantie. maaaaaarrr niet te lang he de deurwaarder staan al in hun hand te wrijven. 
1076,1077,1001076.0,Dan maar Protesteren ,dan maar protesteren 
1077,1078,1001077.0,Ik snap de scholen dicht niet zomaar wat is ik heb zelf ook examens. Maar dit virus is zo besmettelijk.. blijkbaar er komen er per dag 100 bij in Nederland. Als de scholen twee weken sluiten is er tijd voor onderzoek.. zonder extra besmettingen lijkt me Zelfs Belgi heeft de scholen dicht. Het gevaar.. je kan Corona dragen en overdragen zonder er zelf 0 0 last van te hebben.. ,Ik snappen de school dicht niet zomaar wat is.ik hebben zelf ook examen. maar dit virus is zo besmettelijk.. blijkbaar er komen er per dag 100 bij in Nederland. als de school twee week sluiten is er tijd voor onderzoek.. zonder extra besmetting lijken me zelfs Belgi hebben de school dicht. het gevaar.. je kunnen Corona dragen en overdragen zonder er zelf 0 0 last van te hebben.. 
1078,1079,1001078.0,En wie verdienen er nu veel geld dankzij het virus,En wie verdienen er nu veel geld dankzij het virus
1079,1080,1001079.0,Die rutte heeft wa7ed goeie slipper nodig op ze achterhoofd dan gaan ze hersencellen weer op die goeie plek ,die rutten hebben wa7ed goed slipper nodigen op ze achterhoofd dan gaan ze hersencel weer op die goed plek 
1080,1081,1001080.0,Rutte is zo laks ,Rutte is zo laks 
1081,1082,1001081.0,Wat voor stomme maatregelen neem je Rutte Kijk is naar Turkije neem voorbeeld van hen. Heel het land wordt gedesinfecteerd Straten trams metro bussen enz. Er worden zelfs maskers en handschoenen uitgedeeld. Nu is er verbod mensen boven de 65 jaar mogen niet naar buiten. Waarom gebeurd dit niet in Nederland Lockdown moet gewoon komen mensen luisteren niet en zijn gewoon buiten Wordt niet serieus genomen ,wat voor stom maatregel nemen je Rutte kijken is naar Turkije nemen voorbeeld van hen. heel het land worden desinfecteren straat tram metro bus enz. Er worden zelfs masker en handschoen uitdelen. Nu is er verbod mens boven de 65 jaar mogen niet naar buiten. waarom beuren dit niet in Nederland Lockdown moeten gewoon komen mens luisteren niet en zijn gewoon buiten worden niet serieus nemen 
1082,1083,1001082.0,Zelfs trump heeft alles gesloten wil je zeggen dat wij nog een meer achterlijke regering dan Amerika hebben Wat een stumpers. ,zelfs trump hebben alles sluiten willen je zeggen dat wij nog een veel achterlijk regering dan Amerika hebben wat een stumpers. 
1083,1084,1001083.0,Nu krijgen leraren opeens een halve kip in hun anus geschoven want o o o wat zijn ze onmisbaar. Paar maanden terug was het onderwijs nog g n toprioriteit. Lekker bezig Mark mooi theater weer :-,Nu krijgen leraar opeen een half kip in hun anus schuiven want o o o wat zijn ze onmisbaar. paar maand terug zijn het onderwijs nog g n toprioriteit. lekker bezig Mark mooi theater weer :-
1084,1085,1001084.0,Eigenlijk wordt het onderwijs weer minder gemaakt er wordt gewoon gezegd dat scholen een oppas zijn dit kan toch niet zo het onderwijs is al jaren de dupe ,eigenlijk worden het onderwijs weer minder maken er worden gewoon zeggen dat school een oppas zijn dit kunnen toch niet zo het onderwijs is al jaar de dupe 
1085,1086,1001085.0,Minister pisvlek eurofiel ken het niks schelen zal het virus wel weer gebruiken om de burger weer een poot uit te draaien der gaat alweer 1 5 miljard naar het brussels potje linkse pisvlekken ,minister pisvlek eurofiel kennen het niks schelen zullen het virus wel weer gebruiken om de burger weer een poot uit te draaien der gaan alweer 1 5 miljard naar het brussels pot links pisvlek 
1086,1087,1001086.0,Iedereen is dol op corona ,iedereen is dol op corona 
1087,1088,1001087.0,Rutte snapt het niet kijk naar de dislikes en likes meer dislikes mensen als we niet thuis blijven wordt het virus groter,Rutte snappen het niet kijken naar de dislikes en likes veel dislikes mens als we niet thuis blijven worden het virus groot
1088,1089,1001088.0,Meneer zegt ja we hebben de mensen hard nodig maar waarom zegt ie dan dat er mensen zo weinig mogelijk moet werken. Scholen zouden gewoon dicht moeten en k zou zeggen als het nodig is dat je echt moet werken ga je werken alleen als het en riscio op het werk is dan blijf je thuis en kinderen zouden gewoon thuis moeten blijfen. ,Meneer zeggen ja we hebben de mens hard nodigen maar waarom zeggen ie dan dat er mens zo weinig mogelijk moeten werken. school zullen gewoon dicht moeten en k zullen zeggen als het nodigen is dat je echt moeten werken ga je werken alleen als het en riscio op het werk is dan blijven je thuis en kind zullen gewoon thuis moeten blijfen. 
1089,1090,1001089.0,2 4 likes en 6 4 dislikes,2 4 likes en 6 4 dislikes
1090,1091,1001090.0,Dit is niet echt dummies . Martial law is coming ,dit is niet echt dummie . Martial law is coming 
1091,1092,1001091.0,Lakse maatregelen.,laks maatregel.
1092,1093,1001092.0,Vreemd mijn commentaar wat ik eerder postte is weggehaald. En het enige wat ik zei is dat het commentaar van de politici geen hout snijdt. Het enige wat ze moeten zeggen is dat het virus alleen maar dodelijk is voor oudere zwakkere mensen en dat die thuis zouden moeten blijven en dat telefonisch contact met familie en vrienden tijdelijk het verstandigste is . De niet stokoude en doorgaans gezonde mensen moeten juist zo snel mogelijk proberen het virus te pakken te krijgen zodat het heel snel uitdooft omdat iedereen antistoffen heeft aangemaakt tegen het virus. ,vreemd mijn commentaar wat ik eerder posten is weghalen. En het enig wat ik zeggen is dat het commentaar van de politicus geen hout snijden. het enig wat ze moeten zeggen is dat het virus alleen maar dodelijk is voor oud zwak mens en dat die thuis zullen moeten blijven en dat telefonisch contact met familie en vriend tijdelijk het verstandig is . De niet stokoud en doorgaans gezond mens moeten juist zo snel mogelijk proberen het virus te pakken te krijgen zodat het heel snel uitdoven omdat iedereen antistof hebben aanmaken tegen het virus. 
1093,1094,1001093.0,Heel gemakkelijk om alles af te schuiven op het kabinet. Mensen wordt wakker we leven godzijdank niet in een dictatuur. We zijn zelf verantwoordelijk voor ons eigen handelen We kunnen niet meer doen dan richtlijnen opvolgen rekening houden met elkaar en doorgaan met ons leven. Alleen maar elkaar opfokken en chaos cre ren dat is waar we mee bezig zijn niemand kan in de toekomst kijken en er is geen beste aanpak. ,heel gemakkelijk om alles af te schuiven op het kabinet. mens worden wakke we leven godzijdank niet in een dictatuur. We zijn zelf verantwoordelijk voor ons eigen handelen We kunnen niet veel doen dan richtlijn opvolgen rekening houden met elkaar en doorgaan met ons leven. alleen maar elkaar opfokken en chaos cre rennen dat is waar we mee bezig zijn niemand kunnen in de toekomst kijken en er is geen goed aanpak. 
1094,1095,1001094.0,In Turkije is maar 1 pati nt die de corona virus heeft en alle scholen zijn al dicht maar in Nederland moet iedereen dood gaan zodat de scholen dicht kunnen gaan aq.,In Turkije is maar 1 pati nt die de corona virus hebben en al school zijn al dicht maar in Nederland moeten iedereen dood gaan zodat de school dicht kunnen gaan aq.
1095,1096,1001095.0,En scholen ,En school 
1096,1097,1001096.0,t zijn al bijna 1000 mensen die besmet zijn tf doe die scholen gewoon dicht ,t zijn al bijna 1000 mens die besmetten zijn tf doen die school gewoon dicht 
1097,1098,1001097.0,Al die dislikes zijn van de kinderen ik ook hoor ,Al die dislikes zijn van de kind ik ook horen 
1098,1099,1001098.0,Wedden dat in een paar weken alle scholen dicht gaan.,wedden dat in een paar week al school dicht gaan.
1099,1100,1001099.0,Doe de scholen gewoon dicht. Het word vet gevaarlijk,doen de school gewoon dicht. het worden vet gevaarlijk
1100,1101,1001100.0,Ik begrijp deze maatregelen en vind dat de regering z n best doet. Beste zeilers staan aan wal. Het lijkt mij enorm moeilijk om maatregelen te bedenken voor een heel land en rekening te houden met de economie en de inzetbaarheid van hulpdiensten. In deze moeilijke tijden moeten we samenwerken en achter onze leiders staan. ,Ik begrijpen deze maatregel en vinden dat de regering z n best doen. goed zeiler staan aan wal. het lijken mij enorm moeilijk om maatregel te bedenken voor een heel land en rekening te houden met de economie en de inzetbaarheid van hulpdienst. In deze moeilijk tijd moeten we samenwerken en achter ons leider staan. 
1101,1102,1001101.0,Mark rutte mag opkutte toch jongens,Mark rutten mogen opkutte toch jongen
1102,1103,1001102.0,MAAR WAAROM GAAT HET EUROVISIE SONGFESTIVAL DOOR ,maar WAAROM gaan het EUROVISIE SONGFESTIVAL door 
1103,1104,1001103.0,Wauw 24 doden. Dit killer virus heeft een deathrate van maar liefst 0 00014117 Als je werkgever zegt je krijgt een loonsverhoging van 0 00014117 dan zeg je....huh ik snap niet wat je bedoeld Ok ok 24 doden op 20.000 ge dentificeerde ge nfecteerde mensen is nog steeds maar 0 12 ,wauw 24 dood. dit kil virus hebben een deathrate van maar lief 0 00014117 als je werkgever zeggen je krijgen een loonsverhoging van 0 00014117 dan zeggen je....huh ik snappen niet wat je bedoelen Ok ok 24 dood op 20.000 ge dentificeren ge nfecteerde mens is nog steeds maar 0 12 
1104,1105,1001104.0,ik heb nog nooit een video gezien met zoveel dislikes in verhouding tot likes... DISLIKE,ik hebben nog nooit een video zien met zoveel dislikes in verhouding tot likes... DISLIKE
1105,1106,1001105.0,Hoeveel procent van alle ouders van kinderen werkt in de zorg of hulpverlening Wat een verstand als mensen thuis blijven verspreid het virus minder. ,hoeveel procent van al oud van kind werken in de zorg of hulpverlening wat een verstand als mens thuis blijven verspreiden het virus minder. 
1106,1107,1001106.0,Ik snap het wel. Als je scholen gaat sluiten dan worden ouders gedwongen om te zorgen voor die kinderen die ouders zijn misschien wel politie agent of werken bij het ziekenhuis of ambulance. Hoe ga je dat dan regelen Ik vind dat ze op scholen maatregelen moeten nemen zoals vaak handen wassen mondkapjes aan etc. Bovendien zijn kinderen minder vatbaar voor het virus.,Ik snappen het wel. als je school gaan sluiten dan worden oud dwingen om te zorgen voor die kind die oud zijn misschien wel politie agent of werken bij het ziekenhuis of ambulance. hoe ga je dat dan regelen Ik vinden dat ze op school maatregel moeten nemen zoals vaak hand wassen mondkap aan etc. bovendien zijn kind minder vatbaar voor het virus.
1107,1108,1001107.0,Ik had altijd zo een respect voor Markt Rutte maar nu zie ik hoe dom hij en zijn achterban daadwerkelijk zijn. Het is een tijd dat IEDEREEN thuis moet blijven. Alleen bij echt belangrijke dingen uit de deur en snel terug. Overal ter wereld waarschuwen ze al voor dit virus. Hier laten ze mbo ers naar school gaan en hbo ers niet. Dat snap ik ff niet. Qua leeftijd maken deze doelgroepen niets uit. Teveel politiek in deze bullshit verwerkt. Doe wat jou het beste lijkt volg deze idioten niet. Ze staan niet naast je ziekenbed straks of nog erger naast een geliefde/familie van je. Fuck hun Fuck de overheid nu zien de mensen zelf met eigen ogen door wat er geregeerd word. Dit zijn de sukkeltjes in je klas vroeger die dachten slimmer te zijn tot puntje bij paaltje kwam. Dan hebben ze wel een antwoord klaar staan. Oh we wisten niet dat het zo erg zou zijn. Iedereen gaat straks binnen moeten zitten vraag me af hoe Rutten die switch wilt gaan maken. Leeghoofd Rutte. ,Ik hebben altijd zo een respect voor Markt Rutte maar nu zien ik hoe dom hij en zijn achterban daadwerkelijk zijn. het is een tijd dat iedereen thuis moeten blijven. alleen bij echt belangrijk ding uit de deur en snel terug. overal te wereld waarschuwen ze al voor dit virus. hier laten ze mbo er naar school gaan en hbo er niet. dat snappen ik ff niet. qua leeftijd maken deze doelgroep niets uit. teveel politiek in deze bullshit verwerken. doen wat jou het goed lijken volgen deze idioot niet. Ze staan niet naast je ziekenbed straks of nog erg naast een geliefd/familie van je. Fuck hun Fuck de overheid nu zien de mens zelf met eigen oog door wat er regeren worden. dit zijn de sukkel in je klas vroeg die denken slim te zijn tot punt bij paal komen. dan hebben ze wel een antwoord klaar staan. Oh we weten niet dat het zo erg zullen zijn. iedereen gaan straks binnen moeten zitten vragen me af hoe Rutten die switch willen gaan maken. Leeghoofd Rutte. 
1108,1109,1001108.0,Vertrouwen is goed controle is beter. Leuk een politiek figuur maar vergeet niet voor JEZELF na te denken. Je kan hun ADVIES wel opvolgen maar hun zijn niet verantwoordelijk voor jou Jij bent alleen verantwoordelijk voor het systeem waar hun aan de top van staan en dus hebben hun er baat bij als jij even doorzet . ,vertrouwen is goed controle is goed. leuk een politiek figuur maar vergeten niet voor jezelf na te denken. Je kunnen hun advies wel opvolgen maar hun zijn niet verantwoordelijk voor jou jij zijn alleen verantwoordelijk voor het systeem waar hun aan de top van staan en dus hebben hun er baat bij als jij even doorzetten . 
1109,1110,1001109.0,Rutte : leerlingen zijn het minst besmet Ik : boys we weten wat we moeten doen,Rutte : leerling zijn het weinig besmetten Ik : boys we weten wat we moeten doen
1110,1111,1001110.0,Mensen moeten blijven leren omdat in de verre toekomst je uiteindelijk op je kennis word beoordeeld..... ivm wereld ziekte word je economisch beoordeeld straks......op wat je kan betekenen als burger ..... dit klinkt waarschijnlijk heel vaag maar het is echt zo... als dit nog jaren doorgaat dan gaat het niet meer om jezelf maar wat je betekent op de wereld... vele artsen en andere met hoge beroepen zullen hier niet veel last van hebben.... mensen die geen baan hebebn of geen studie hebben gevolgd hebben uiteindelijk weinig of minder betekenis voor de samenleving.... ,mens moeten blijven leren omdat in de ver toekomst je uiteindelijk op je kennis worden beoordelen..... ivm wereld ziekte worden je economisch beoordelen straks......op wat je kunnen betekenen als burger ..... dit klinken waarschijnlijk heel vaag maar het is echt zo... als dit nog jaar doorgaan dan gaan het niet veel om jezelf maar wat je betekenen op de wereld... veel arts en ander met hoog beroep zullen hier niet veel last van hebben.... mens die geen baan hebebn of geen studie hebben volgen hebben uiteindelijk weinig of minder betekenis voor de samenleving.... 
1111,1112,1001111.0,De politiek blijft apathisch en klagen over te hoge importtaksen nog meer wetgeving en restricties voor wetenschappelijk onderzoek vb. REACH dan vrees ik dat we in de toekomst nog meer problemen mogen verwachten. Hoeveel doden zijn er gevallen tijdens 9/11 Hoeveel doden heeft dit virus al gemaakt Heeft er de voorbije jaren een gebeurtenis plaatsgevonden die nog meer dodelijke slachtoffers heeft gemaakt en door fondsen voor moleculair onderzoek en minder overheidsrestricties had dit met zekerheid niet zo een negatieve impact gehad op de economische situatie binnen de �U. ,De politiek blijven apathisch en klagen over te hoog importtaks nog veel wetgeving en restrictie voor wetenschappelijk onderzoek vb. REACH dan vrezen ik dat we in de toekomst nog veel probleem mogen verwachten. hoeveel dood zijn er gevallen tijdens 9/11 hoeveel dood hebben dit virus al maken hebben er de voorbij jaar een gebeurtenis plaatsvinden die nog veel dodelijk slachtoffer hebben maken en door fonds voor moleculair onderzoek en minder overheidsrestrictie hebben dit met zekerheid niet zo een negatief impact hebben op de economisch situatie binnen de �U. 
1112,1113,1001112.0,Wollah kzie hayek lange comments maak beetje kort ,Wollah kzie hayek lang comments maak beet kort 
1113,1114,1001113.0,Trump weigert europese vluchten. Let maar op dat andere landen dat ook gaan doen wanneer ze zien nl er te makkelijk mee omgaat,Trump weigeren europese vlucht. letten maar op dat ander land dat ook gaan doen wanneer ze zien nl.er te makkelijk mee omgaan
1114,1115,1001114.0,De reacties zeggen al genoeg.. Stem FVD,De reactie zeggen al genoeg.. stemmen FVD
1115,1116,1001115.0,Ander woord voor Corona Volksonderdrukking Ze hebben geen controle meer op het volk door overbevolking En dat is wereldwijd en nu moeten ze weer het vertrouwen winnen bij het volk dat we weer in hun geloven en als dat lukt krijgen we het toverspuitje met nanotechnologie in het kort gezegd een tracker dat ze je kunnen volgen met hun 5G Weg privacy en veel winst voor de farmaceutica want dat zijn aandelen van de staat,ander woord voor Corona Volksonderdrukking Ze hebben geen controle veel op het volk door overbevolking En dat is wereldwijd en nu moeten ze weer het vertrouwen winnen bij het volk dat we weer in hun geloven en als dat lukken krijgen we het toverspuitje met nanotechnologie in het kort zeggen een tracker dat ze je kunnen volgen met hun 5G weg privacy en veel winst voor de farmaceutica want dat zijn aandeel van de staan
1116,1117,1001116.0,Nederland Wat doen jullie Is het niet beter om alle scholen tot 31 maart te sluiten en de mensen zo veel mogelijk thuis te laten werken Jij gaan pas maatregelen treffen wanneer het echt uit de hand is gelopen. Er is nog zo weinig bekend over dit virus hierdoor jou je dus voorzichtiger moeten doen totdat je de goede voorzorgsmaatregelen kan treffen. Maar nee hoor we gaan gwn door net als normaal deze uitspraken waren dus eigenlijk voor 0. ,Nederland wat doen jullie Is het niet goed om al school tot 31 maart te sluiten en de mens zo veel mogelijk thuis te laten werken jij gaan pas maatregel treffen wanneer het echt uit de hand is lopen. Er is nog zo weinig bekend over dit virus hierdoor jou je dus voorzichtig moeten doen totdat je de goed voorzorgsmaatregel kunnen treffen. maar nee horen we gaan gwn door net als normaal deze uitspraak zijn dus eigenlijk voor 0. 
1117,1118,1001117.0,Dude wtf Je mag niet naar evenementen maar wel naar school ,Dude wtf Je mogen niet naar evenement maar wel naar school 
1118,1119,1001118.0,hahaha een berg dislike s zijn ze weer goed bezig bij de NOS,hahaha een berg dislike s zijn ze weer goed bezig bij de NOS
1119,1120,1001119.0,wat mark rutte probeert tezeggen is laten we nou wachten tot iedereen ziek wordt dan pas sluiten we de scholen ,wat mark rutten proberen tezeggen is laten we nou wachten tot iedereen ziek worden dan pas sluiten we de school 
1120,1121,1001120.0,Nog steeds word er geen lockdown uitgevoerd Ongelooflijk dit is spelen met MENSENLEVENS het aantal besmettingen zal hierdoor in rap tempo verhogen. Veiligheid van het nederlandse volk staat op de eerste plaats Dit is gewoon weer een foute keuze eerste was het uitstellen van scholen sluiten . Over enkele dagen worden de grenzen alsnog gesloten net als alle andere buurlanden maar dan is het weer te laat en deze keuze die jullie NU hebben gemaakt gaat veel mensenlevens kosten Gisteren was het onze ziekenhuizen kan het aan maar vandaag melden alle ziekenhuizen in noord brabant dat zij het NIET AANKUNNEN Patienten met spoedeisende hulp kunnen niet worden geholpen. ,nog steeds worden er geen lockdown uitvoeren ongelooflijk dit is spel met MENSENLEVENS het aantal besmetting zullen hierdoor in rap tempo verhogen. veiligheid van het nederlands volk staan op de een plaats dit is gewoon weer een fout keuze een zijn het uitstellen van school sluiten . over enkel dag worden de grens alsnog sluiten net als al ander buurland maar dan is het weer te laten en deze keuze die jullie NU hebben maken gaan veel mensenleven kosten gisteren zijn het ons ziekenhuis kunnen het aan maar vandaag melden al ziekenhuis in noord brabant dat zij het niet aankunnen patient met spoedeisend hulp kunnen niet worden helpen. 
1121,1122,1001121.0,Wat er nu gebeurt door scholen open te houden is het probleem juist uitstellen en de risico s VEEL verder vergroten. Kinderen en docenten zijn dragers. De meest kwetsbare doelgroep naast ouderen. Als je nu de scholen open houd zal de economie nog wel heel even volhouden maar uiteindelijk wanneer er massa s mensen ziek zijn stort alles helemaal in doordat er niet meteen is gehandeld. De economie krijgt dan uiteindelijk een VEEL grotere klap doordat er nog meer mensen ziek zijn geworden en het virus doorgeven. Een virus stopt niet zomaar zolang er massa s mensen en kinderen in groepen met elkaar omgaan. Ziekenhuizen in brabant stoppen nu al met testen omdat er geen test kits beschikbaar zijn. Er zijn niet genoeg mondkapjes. Winkelschappen raken leeg. Ziekenhuizen komen vol te zitten. Allemaal doordat de overheid niet onmiddelijk stappen ondernam. Als je de economie draaiend wilt houden hadden de grenzen al onmiddelijk gesloten moeten worden en ALLE mensen uit een besmet gebieden TESTEN in plaats van afwachten tot er iemand ziek is. En het leger zou moeten worden ingezet om mondkapjes eten en drinken en medicatie te regelen voor het zorgpersoneel en de zieken. Er moeten opvang locaties gebouwd worden. Gebieden afzetten openbaar vervoer en scholen ontsmetten. De zieken meteen in quarantaine plaatsen en helpen. Alleen dan pas kan een economie weer overeind komen als we elkaar helpen in plaats van afwachten en toekijken.,wat er nu gebeuren door school open te houden is het probleem juist uitstellen en de risico s veel ver vergroten. kind en docent zijn drager. De veel kwetsbaar doelgroep naast oud. als je nu de school open houden zullen de economie nog wel heel even volhouden maar uiteindelijk wanneer er massa s mens ziek zijn storten alles helemaal in doordat er niet meteen is handelen. De economie krijgen dan uiteindelijk een veel groot klap doordat er nog veel mens ziek zijn geworden en het virus doorgeven. een virus stoppen niet zomaar zolang er massa s mens en kind in groep met elkaar omgaan. ziekenhuis in brabant stoppen nu al met testen omdat er geen test kits beschikbaar zijn. Er zijn niet genoeg mondkap. winkelschap raken leeg. ziekenhuis komen vol te zitten. allemaal doordat de overheid niet onmiddelijk stap ondernemen. als je de economie draaien willen houden hebben de grens al onmiddelijk sluiten moeten worden en al mens uit een besmetten gebied testen in plaats van afwachten tot er iemand ziek is. En het leger zullen moeten worden inzetten om mondkap eten en drinken en medicatie te regelen voor het zorgpersoneel en de ziek. Er moeten opvang locatie bouwen worden. gebied afzetten openbaar vervoer en school ontsmetten. De ziek meteen in quarantaine plaatsen en helpen. alleen dan pas kunnen een economie weer overeind komen als we elkaar helpen in plaats van afwachten en toekijken.
1122,1123,1001122.0,Geen school we gaan dood a sah,geen school we gaan dood a sah
1123,1124,1001123.0,BASISSCHOLEN KDV tijdelijk dicht AUB ,basisschool KDV tijdelijk dicht AUB 
1124,1125,1001124.0,vgm gaat de regering de scholen pas sluiten als er 10.000 mensen besmet zijn en 3000 doden zijn ofzo ,vgm gaan de regering de school pas sluiten als er 10.000 mens besmetten zijn en 3000 dood zijn ofzo 
1125,1126,1001125.0,Mark rutte geeft er niks om hij is goed geprogrammeerd hij doet wat er afgesproken is,Mark rutten geven er niks om hij is goed programmeren hij doen wat er afspreken is
1126,1127,1001126.0,Tijd voor verandering Thiery for president.,tijd voor verandering Thiery for president.
1127,1128,1001127.0,Dislikes zeggen genoeg ,dislikes zeggen genoeg 
1128,1129,1001128.0,Nu moet je Gwn in de gevangenis zitten want dan ben je Gwn soort in quarantaine want je mag ni na buiten ,Nu moeten je Gwn in de gevangenis zitten want dan zijn je Gwn soort in quarantaine want je mogen ni na buiten 
1129,1130,1001129.0,Beetje laat niet,beet laten niet
1130,1131,1001130.0,Bouw een noodziekenhuis. Er is genoeg geld dit is een noodsituatie en zieke mensen met het virus zitten op 1 plek in isolatie,Bouw een noodziekenhuis. Er is genoeg geld dit is een noodsituatie en ziek mens met het virus zitten op 1 plek in isolatie
1131,1132,1001131.0,Doe normaal luister gewoon goed naar Rutte. Normaal vind ik die Rutte ook maar LUL maar in dit geval heeft hij gewoon goed gedaan. En stop met zaaien van Paniek Chaos is nog erger dan corona. Elk jaar gaan meer mensen dood aan seizoensgriep dan corona. De beste isolatie is door jezelf maar eerst goed leren hygi nisch te leven Ga a.u.b. Niet paniek zaaien en laat je niet beinvloeden door al die nieuwsberichten en vergeet die social media . Omg. Mensen gebruik je gezonde verstand. ,doen normaal luisteren gewoon goed naar Rutte. normaal vinden ik die Rutte ook maar LUL maar in dit geval hebben hij gewoon goed doen. En stoppen met zaaien van paniek chaos is nog erg dan corona. elk jaar gaan veel mens dood aan seizoensgriep dan corona. De goed isolatie is door jezelf maar eerst goed leren hygi nisch te leven Ga a.u.b. niet paniek zaaien en laten je niet beinvloeden door al die nieuwsbericht en vergeten die social media . omg. mens gebruiken je gezond verstand. 
